id,input_text,target_text
2277,please follow me slowly,"COTHEME(Cotheme('me'), Manner('slowly'))"
2297,can you please follow that guy over there,"COTHEME(Theme('you'), Cotheme('that guy over there'))"
2251,can you please bring my phone to the bathroom,"BRINGING(Agent('you'), Theme('my phone'), Goal('to the bathroom'))"
2186,follow the person behind you,COTHEME(Cotheme('the person behind you'))
2332,take my cellphone to the bedroom,"BRINGING(Theme('my cellphone'), Goal('to the bedroom'))"
2305,go to the bedroom,MOTION(Goal('to the bedroom'))
2198,there are a lot of couches in the living room,"BEING_LOCATED(Theme('a lot of couches'), Location('in the living room'))"
2174,go to the kitchen,MOTION(Goal('to the kitchen'))
2257,bring me the pillow from the bed,"BRINGING(Beneficiary('me'), Theme('the pillow'), Source('from the bed'))"
2280,bring me my telephone from the couch,"BRINGING(Beneficiary('me'), Theme('my telephone'), Source('from the couch'))"
2270,the living room is very light and bright,"BEING_IN_CATEGORY(Item('the living room'), Category('very light and bright'))"
2333,find the refrigerator,LOCATING(Sought_entity('the refrigerator'))
2184,there are two sinks in the kitchen,"BEING_LOCATED(Theme('two sinks'), Location('in the kitchen'))"
2199,go to the living room and find a drink for me,MOTION(Goal('to the living room')) - LOCATING(Sought_entity('a drink'))
2407,please follow me to the table,"COTHEME(Cotheme('me'), Goal('to the table'))"
2303,find a plate,LOCATING(Sought_entity('a plate'))
2275,the bath-tub is on the left side,"BEING_LOCATED(Theme('the bath-tub'), Location('on the left side'))"
2306,follow the person in front of me,COTHEME(Cotheme('the person in front of me'))
2422,hang this jacket in the closet of the corridor,"PLACING(Theme('this jacket'), Goal('in the closet of the corridor'))"
2417,bring slowly the box near the counter of the kitchen,"BRINGING(Manner('slowly'), Theme('the box'), Goal('near the counter of the kitchen'))"
2429,this is a bed room where we can find a bed and few pillows and two clops,"BEING_IN_CATEGORY(Item('this'), Category('a bed room')) - BEING_LOCATED(Theme('a bed and few pillows and two clops'), Location('where'))"
2289,robot go get a book for me,TAKING(Theme('a book'))
2279,follow me,COTHEME(Cotheme('me'))
2193,drive to kitchen,MOTION(Goal('to kitchen'))
2345,can you follow my mother to the garden,"COTHEME(Theme('you'), Cotheme('my mother'), Goal('to the garden'))"
2387,follow me very fast,"COTHEME(Cotheme('me'), Manner('very fast'))"
2264,there is a bed with two lamps,BEING_LOCATED(Theme('a bed with two lamps'))
2304,carry this mug to the bedstand,"BRINGING(Theme('this mug'), Goal('to the bedstand'))"
2374,hey robot take the book and put it in the oven,"PLACING(Theme('it'), Goal('in the oven')) - TAKING(Theme('the book'))"
2351,please pick my mobile phone and put it on the chair near the table,"TAKING(Theme('my mobile phone')) - PLACING(Theme('it'), Goal('on the chair near the table'))"
2343,can you go over to the sofa,"MOTION(Theme('you'), Goal('over to the sofa'))"
2185,bring the mug to the kitchen,"BRINGING(Theme('the mug'), Goal('to the kitchen'))"
2406,please go to the sink,MOTION(Goal('to the sink'))
2414,take the remote control and turn on the tv,"TAKING(Theme('the remote control')) - CHANGE_OPERATIONAL_STATE(Operational_state('on'), Device('the tv'))"
2408,bring the cigarettes near the counter on the right,"BRINGING(Theme('the cigarettes'), Goal('near the counter on the right'))"
2298,take my phone and place it on the bench in the kitchen,"TAKING(Theme('my phone')) - PLACING(Theme('it'), Goal('on the bench in the kitchen'))"
2423,check main door status,INSPECTING(Ground('main door status'))
2356,michael find my book on the sofa near the window,"LOCATING(Sought_entity('my book'), Ground('on the sofa near the window'))"
2276,please find the flowers,LOCATING(Sought_entity('the flowers'))
2340,fetch me the tissue box,"BRINGING(Beneficiary('me'), Theme('the tissue box'))"
2353,john can you go to the bathroom to the down right cupboard and take a towel for me please thank you,"MOTION(Theme('you'), Goal('to the bathroom to the down right cupboard')) - TAKING(Agent('you'), Theme('a towel'))"
2433,in this room there are six chairs,"BEING_LOCATED(Location('in this room'), Theme('six chairs'))"
2366,go close to the shower,MOTION(Goal('close to the shower'))
2261,go quickly to the corner and follow the skinny person,"MOTION(Manner('quickly'), Goal('to the corner')) - COTHEME(Cotheme('the skinny person'))"
2190,bring mug to bedroom,"BRINGING(Theme('mug'), Goal('to bedroom'))"
2425,there are two couches facing one another,BEING_LOCATED(Theme('two couches facing one another'))
2427,please move to the front of the fridge,MOTION(Goal('to the front of the fridge'))
2252,follow the guy with the blue jacket,COTHEME(Cotheme('the guy with the blue jacket'))
2362,move to the left of the table,MOTION(Goal('to the left of the table'))
2368,put my mobile phone on the kitchen table,"PLACING(Theme('my mobile phone'), Goal('on the kitchen table'))"
2269,please go to the table,MOTION(Goal('to the table'))
2282,bring me the towel from the bathroom,"BRINGING(Beneficiary('me'), Theme('the towel'), Source('from the bathroom'))"
2196,find the wine in the dining room,"LOCATING(Sought_entity('the wine'), Ground('in the dining room'))"
2377,please find me the black cushion which is on the bed,"LOCATING(Sought_entity('the black cushion which is on the bed')) - BEING_LOCATED(Theme('which'), Location('on the bed'))"
2272,bring the phone to the living room,"BRINGING(Theme('the phone'), Goal('to the living room'))"
2274,bring the book near the lamp,"BRINGING(Theme('the book'), Goal('near the lamp'))"
2365,follow the person behind me,COTHEME(Cotheme('the person behind me'))
2348,please move to the far end of this table,MOTION(Goal('to the far end of this table'))
2370,bring me yogurt from the fridge,"BRINGING(Beneficiary('me'), Theme('yogurt'), Source('from the fridge'))"
2404,there is a radio next to the bed,"BEING_LOCATED(Theme('a radio'), Location('next to the bed'))"
2347,put the book on the chair near the dining table,"PLACING(Theme('the book'), Goal('on the chair near the dining table'))"
2260,go to the sofa and search for the pillow,MOTION(Goal('to the sofa')) - LOCATING(Sought_entity('for the pillow'))
2177,please bring the mobile phone to the livingroom,"BRINGING(Theme('the mobile phone'), Goal('to the livingroom'))"
2172,search for the coffee cups,LOCATING(Sought_entity('for the coffee cups'))
2354,john can you take the mug in the kitchen and bring it to the side of the bathtub please thanks,"TAKING(Agent('you'), Theme('the mug in the kitchen')) - BRINGING(Theme('it'), Goal('to the side of the bathtub'))"
2255,follow the person in front of you,COTHEME(Cotheme('the person in front of you'))
3055,could you please bring us some water,"BRINGING(Agent('you'), Beneficiary('us'), Theme('some water'))"
3154,you should bring me the brown envelope that is on the table,"BRINGING(Agent('you'), Beneficiary('me'), Theme('the brown envelope that is on the table')) - BEING_LOCATED(Theme('that'), Location('on the table'))"
3111,put this book on the bookshelf,"PLACING(Theme('this book'), Goal('on the bookshelf'))"
3073,go to the coffee machine,MOTION(Goal('to the coffee machine'))
3074,go to the dining room take all the plates from the table and put them in the dishwasher,"MOTION(Goal('to the dining room')) - TAKING(Theme('all the plates'), Source('from the table')) - PLACING(Theme('them'), Goal('in the dishwasher'))"
3104,put the jacket in the wardrobe,"PLACING(Theme('the jacket'), Goal('in the wardrobe'))"
3097,please move along the fences,MOTION(Path('along the fences'))
3041,bring me the glasses,"BRINGING(Beneficiary('me'), Theme('the glasses'))"
3118,robot could you move near the table,"MOTION(Theme('you'), Goal('near the table'))"
3040,bring me the cookie jar,"BRINGING(Beneficiary('me'), Theme('the cookie jar'))"
3109,put the pillow on the chair,"PLACING(Theme('the pillow'), Goal('on the chair'))"
3089,look for my mobile phone,LOCATING(Sought_entity('for my mobile phone'))
3075,go to the garden,MOTION(Goal('to the garden'))
3151,there are some plastic bags in the kitchen drawer can you take one and bring it here,"BEING_LOCATED(Theme('some plastic bags'), Location('in the kitchen drawer')) - TAKING(Agent('you'), Theme('one')) - BRINGING(Theme('it'), Goal('here'))"
3086,i would like some beer can you grab one from the fridge and bring it here,"TAKING(Agent('you'), Theme('one'), Source('from the fridge')) - BRINGING(Theme('it'), Goal('here'))"
3147,take the salt box,TAKING(Theme('the salt box'))
3134,take the apple jam jar,TAKING(Theme('the apple jam jar'))
3087,let go of the pack of beer,RELEASING(Theme('of the pack of beer'))
3141,take the corn can on the kitchen table,TAKING(Theme('the corn can on the kitchen table'))
3054,could you go to the bedroom and take the postcard on the nightstand please,"MOTION(Theme('you'), Goal('to the bedroom')) - TAKING(Theme('the postcard on the nightstand'))"
3059,find a bottle of water,LOCATING(Sought_entity('a bottle of water'))
3145,take the magazine that is in the bathroom,"TAKING(Theme('the magazine that is in the bathroom')) - BEING_LOCATED(Theme('that'), Location('in the bathroom'))"
3082,i lost my ring in the living room can you search for it maybe it 's near the sofa,"LOCATING(Cognizer('you'), Sought_entity('for it')) - BEING_LOCATED(Theme('it'), Location('near the sofa'))"
3077,grab the beer pack near the kitchen door,TAKING(Theme('the beer pack near the kitchen door'))
3093,move to the bedroom,MOTION(Goal('to the bedroom'))
3079,grab the cake plate,TAKING(Theme('the cake plate'))
3137,take the bottle of water on the table,TAKING(Theme('the bottle of water on the table'))
3092,move to bedroom,MOTION(Goal('to bedroom'))
3095,please find the sunglasses,LOCATING(Sought_entity('the sunglasses'))
3072,go next to the tv set,MOTION(Goal('next to the tv set'))
3133,take my wristwatch,TAKING(Theme('my wristwatch'))
3116,robot can you find a pack of napkins,"LOCATING(Cognizer('you'), Sought_entity('a pack of napkins'))"
3043,bring the fruit onto the dining table,"BRINGING(Theme('the fruit'), Goal('onto the dining table'))"
3128,search the living room for the remote control,"LOCATING(Ground('the living room'), Sought_entity('for the remote control'))"
3060,find a magazine,LOCATING(Sought_entity('a magazine'))
3138,take the cereal box,TAKING(Theme('the cereal box'))
3122,robot put this plate in the center of the table,"PLACING(Theme('this plate'), Goal('in the center of the table'))"
3152,there 's a wristwatch on the couch side table can you bring it to me,"BEING_LOCATED(Theme('a wristwatch'), Location('on the couch side table')) - BRINGING(Agent('you'), Theme('it'), Beneficiary('to me'))"
3044,bring the toilet paper to the bathroom,"BRINGING(Theme('the toilet paper'), Goal('to the bathroom'))"
3121,robot please search for the horn glasses,LOCATING(Sought_entity('for the horn glasses'))
3053,carefully search for my wallet please,"LOCATING(Manner('carefully'), Sought_entity('for my wallet'))"
3066,go in the bathroom and find the newspaper,MOTION(Goal('in the bathroom')) - LOCATING(Sought_entity('the newspaper'))
3045,bring us some mustard,"BRINGING(Beneficiary('us'), Theme('some mustard'))"
3107,put the mobile phone in the nightstand,"PLACING(Theme('the mobile phone'), Goal('in the nightstand'))"
3132,take my trousers on the bed and put them in the washing machine,"TAKING(Theme('my trousers on the bed')) - PLACING(Theme('them'), Goal('in the washing machine'))"
3098,please robot put the pan on the stove and control it,"PLACING(Theme('the pan'), Goal('on the stove')) - INSPECTING(Ground('it'))"
3115,robot can you bring the cornflakes box from the kitchen table,"BRINGING(Agent('you'), Theme('the cornflakes box'), Source('from the kitchen table'))"
3039,bring me the cereals and the milk,"BRINGING(Beneficiary('me'), Theme('the cereals and the milk'))"
3153,there 's a yellow jacket in the dining room can you bring it to me,"BEING_LOCATED(Theme('a yellow jacket'), Location('in the dining room')) - BRINGING(Agent('you'), Theme('it'), Beneficiary('to me'))"
3119,robot i need you in the bathroom go there please,MOTION(Goal('there'))
3125,search for the scissors in the red drawer,"LOCATING(Sought_entity('for the scissors'), Ground('in the red drawer'))"
3124,search for a blue plate,LOCATING(Sought_entity('for a blue plate'))
3081,grab this mug,TAKING(Theme('this mug'))
3142,take the forks from the dishwasher,"TAKING(Theme('the forks'), Source('from the dishwasher'))"
3117,robot carefully search the bedroom for my mobile phone,"LOCATING(Manner('carefully'), Ground('the bedroom'), Sought_entity('for my mobile phone'))"
3129,sorry robot can you go to the kitchen and turn on the coffee machine,"MOTION(Theme('you'), Goal('to the kitchen')) - CHANGE_OPERATIONAL_STATE(Operational_state('on'), Device('the coffee machine'))"
3130,take a coffee mug,TAKING(Theme('a coffee mug'))
3051,can you go to the kitchen find a glass and bring it to me,"MOTION(Theme('you'), Goal('to the kitchen')) - LOCATING(Sought_entity('a glass')) - BRINGING(Theme('it'), Beneficiary('to me'))"
3091,move away from the oven,MOTION(Source('away from the oven'))
3120,robot listen go into the bedroom and find the black pen it should be on the nightstand,"MOTION(Goal('into the bedroom')) - LOCATING(Sought_entity('the black pen')) - BEING_LOCATED(Theme('it'), Location('on the nightstand'))"
3068,go in the kitchen and switch off the coffee machine and the dishwasher,"MOTION(Goal('in the kitchen')) - CHANGE_OPERATIONAL_STATE(Operational_state('off'), Device('the coffee machine and the dishwasher'))"
3090,move along the wall,MOTION(Path('along the wall'))
3112,put this pan on the stove,"PLACING(Theme('this pan'), Goal('on the stove'))"
3067,go in the dining room and remove the tablecloth,MOTION(Goal('in the dining room')) - TAKING(Theme('the tablecloth'))
3150,there are some napkins on the kitchen table can you bring them here,"BEING_LOCATED(Theme('some napkins'), Location('on the kitchen table')) - BRINGING(Agent('you'), Theme('them'), Goal('here'))"
3136,take the black paperback from the bookshelf,"TAKING(Theme('the black paperback'), Source('from the bookshelf'))"
3064,go close to the window,MOTION(Goal('close to the window'))
3100,put down the newspaper,"PLACING(Area('down'), Theme('the newspaper'))"
3099,please take some pasta from the kitchen cabinet,"TAKING(Theme('some pasta'), Source('from the kitchen cabinet'))"
3063,find the wallet,LOCATING(Sought_entity('the wallet'))
3065,go in front of the poster,MOTION(Goal('in front of the poster'))
3038,bring me a glass of water,"BRINGING(Beneficiary('me'), Theme('a glass of water'))"
3149,the keys should be on the table on the right of a pile of napkins,"BEING_LOCATED(Theme('the keys'), Location('on the table on the right of a pile of napkins'))"
3062,find the keys,LOCATING(Sought_entity('the keys'))
3108,put the pillow on the bed,"PLACING(Theme('the pillow'), Goal('on the bed'))"
3105,put the kettle on the stove,"PLACING(Theme('the kettle'), Goal('on the stove'))"
3143,take the glass jar,TAKING(Theme('the glass jar'))
3085,i want some fruit bring me an apple or an orange,"BRINGING(Beneficiary('me'), Theme('an apple or an orange'))"
3052,can you move a little bit to the right,"MOTION(Theme('you'), Distance('a little bit'), Area('to the right'))"
3042,bring the beers here and put them on the table next to the couch,"BRINGING(Theme('the beers'), Goal('here')) - PLACING(Theme('them'), Goal('on the table next to the couch'))"
3113,release the bag,RELEASING(Theme('the bag'))
3114,release the pot,RELEASING(Theme('the pot'))
3084,i really need you to bring me my aspirin it is in one of the drawers of the bathroom,"BRINGING(Agent('you'), Beneficiary('me'), Theme('my aspirin')) - BEING_LOCATED(Theme('it'), Location('in one of the drawers of the bathroom'))"
3078,grab the book with the blue cover,TAKING(Theme('the book with the blue cover'))
3049,can you bring the mayo over here,"BRINGING(Agent('you'), Theme('the mayo'), Goal('over here'))"
3070,go near the window,MOTION(Goal('near the window'))
3050,can you find a red t-shirt in the dresser,"LOCATING(Perceiver('you'), Sought_entity('a red t-shirt'), Ground('in the dresser'))"
3061,find my tablet,LOCATING(Sought_entity('my tablet'))
3103,put the baking tray in the oven,"PLACING(Theme('the baking tray'), Goal('in the oven'))"
3135,take the beer cans in the kitchen,TAKING(Theme('the beer cans in the kitchen'))
3123,robot why do n't you go around and search for my hat,"MOTION(Theme('you'), Area('around')) - LOCATING(Sought_entity('for my hat'))"
3056,could you take the knife on the cutting board,"TAKING(Agent('you'), Theme('the knife on the cutting board'))"
3057,do you think you can find my wallet,"LOCATING(Cognizer('you'), Sought_entity('my wallet'))"
3071,go next to the door,MOTION(Goal('next to the door'))
3126,search for the scissors they should be in the blue drawer,"LOCATING(Sought_entity('for the scissors')) - BEING_LOCATED(Theme('they'), Location('in the blue drawer'))"
3096,please find the toilet paper,LOCATING(Sought_entity('the toilet paper'))
3088,look for a blue book in the lounge,"LOCATING(Sought_entity('for a blue book'), Ground('in the lounge'))"
3146,take the orange juice from the fridge,"TAKING(Theme('the orange juice'), Source('from the fridge'))"
3094,move to the dining room,MOTION(Goal('to the dining room'))
3101,put my clothes in the washing machine,"PLACING(Theme('my clothes'), Goal('in the washing machine'))"
3076,go to the right of the sofa,MOTION(Goal('to the right of the sofa'))
3047,can you bring me my tablet,"BRINGING(Agent('you'), Beneficiary('me'), Theme('my tablet'))"
3069,go near the lamp,MOTION(Goal('near the lamp'))
3102,put my jacket on the bed,"PLACING(Theme('my jacket'), Goal('on the bed'))"
3083,i need my watch find it please,LOCATING(Sought_entity('it'))
3048,can you bring the glass to the sink,"BRINGING(Agent('you'), Theme('the glass'), Goal('to the sink'))"
3058,drop the vase,RELEASING(Theme('the vase'))
3140,take the coke that is in the kitchen,"TAKING(Theme('the coke that is in the kitchen')) - BEING_LOCATED(Theme('that'), Location('in the kitchen'))"
3127,search the living room for my mobile phone,"LOCATING(Ground('the living room'), Sought_entity('for my mobile phone'))"
3148,take three coffee cups and bring them to me,"TAKING(Theme('three coffee cups')) - BRINGING(Theme('them'), Beneficiary('to me'))"
3144,take the knife with the black handle,TAKING(Theme('the knife with the black handle'))
3080,grab the key lanyard,TAKING(Theme('the key lanyard'))
3110,put the soap on the bathroom sink,"PLACING(Theme('the soap'), Goal('on the bathroom sink'))"
3106,put the milk in the fridge,"PLACING(Theme('the milk'), Goal('in the fridge'))"
3139,take the coffee mugs from the kitchen cabinet and put them on the table,"TAKING(Theme('the coffee mugs'), Source('from the kitchen cabinet')) - PLACING(Theme('them'), Goal('on the table'))"
3046,can you bring me my eyeglass you can find it on the table in the dining room,"BRINGING(Agent('you'), Beneficiary('me'), Theme('my eyeglass')) - LOCATING(Perceiver('you'), Sought_entity('it'), Ground('on the table in the dining room'))"
2670,turn on the switch,"CHANGE_OPERATIONAL_STATE(Operational_state('on'), Device('the switch'))"
2667,take the phone on the couch,TAKING(Theme('the phone on the couch'))
2640,close the case on the bed,CLOSURE(Containing_object('the case on the bed'))
2668,take the phone on the left of the pc,TAKING(Theme('the phone on the left of the pc'))
2635,carry the laptop to daniele,"BRINGING(Theme('the laptop'), Beneficiary('to daniele'))"
2642,close the jar,CLOSURE(Containing_object('the jar'))
2669,take the screwdriver to daniele,"BRINGING(Theme('the screwdriver'), Beneficiary('to daniele'))"
2657,move near the counter,MOTION(Goal('near the counter'))
2653,look at me,PERCEPTION_ACTIVE(Phenomenon('at me'))
2661,search in the corridor for the jar,"LOCATING(Ground('in the corridor'), Sought_entity('for the jar'))"
2646,enter the door of the kitchen,ARRIVING(Goal('the door of the kitchen'))
2647,enter the kitchen,ARRIVING(Goal('the kitchen'))
2632,open the bottle,CLOSURE(Containing_object('the bottle'))
2634,bring the pillow to the couch of the bedroom,"BRINGING(Theme('the pillow'), Goal('to the couch of the bedroom'))"
2644,connect to the pc on your left,ATTACHING(Goal('to the pc on your left'))
2662,take the bottle near the fridge,TAKING(Theme('the bottle near the fridge'))
2630,enter the door,ARRIVING(Goal('the door'))
2649,go to the toilet,MOTION(Goal('to the toilet'))
2671,walk to the stairs quickly,"MOTION(Goal('to the stairs'), Manner('quickly'))"
2638,catch the phone at the right of the desk,TAKING(Theme('the phone at the right of the desk'))
2655,look for the wrench in the bathroom,"LOCATING(Sought_entity('for the wrench'), Ground('in the bathroom'))"
2664,take the jar to the table of the kitchen,"BRINGING(Theme('the jar'), Goal('to the table of the kitchen'))"
2636,carry the paper near the counter,"BRINGING(Theme('the paper'), Goal('near the counter'))"
2641,close the door on the right,CLOSURE(Container_portal('the door on the right'))
2659,move to the fridge,MOTION(Goal('to the fridge'))
2637,carry the pillow near the window of the bedroom,"BRINGING(Theme('the pillow'), Goal('near the window of the bedroom'))"
2658,move near the window,MOTION(Goal('near the window'))
2643,close the window on the left,CLOSURE(Container_portal('the window on the left'))
2629,bring the box near the closet of the bedroom,"BRINGING(Theme('the box'), Goal('near the closet of the bedroom'))"
2660,open the box on the left of the recorder,CLOSURE(Containing_object('the box on the left of the recorder'))
2665,take the paper to the bathroom,"BRINGING(Theme('the paper'), Goal('to the bathroom'))"
2652,grab the pillow at the left of the couch,TAKING(Theme('the pillow at the left of the couch'))
2650,grab the cigarettes next to the phone,TAKING(Theme('the cigarettes next to the phone'))
2645,enter the bathroom,ARRIVING(Goal('the bathroom'))
2633,bring the paper near the television,"BRINGING(Theme('the paper'), Goal('near the television'))"
2651,grab the bottle,TAKING(Theme('the bottle'))
2663,take the case at the left of the box,TAKING(Theme('the case at the left of the box'))
2639,catch the pillow,TAKING(Theme('the pillow'))
2656,move near the couch of the bedroom slowly,"MOTION(Goal('near the couch of the bedroom'), Manner('slowly'))"
2648,go to the counter at your left,MOTION(Goal('to the counter at your left'))
2654,look for the glass in the bedroom,"LOCATING(Sought_entity('for the glass'), Ground('in the bedroom'))"
3551,take the box from the table to the kitchen,"BRINGING(Theme('the box'), Source('from the table'), Goal('to the kitchen'))"
3485,bring the remote controller to the left of the television,"BRINGING(Theme('the remote controller'), Goal('to the left of the television'))"
3503,go to the dinner table take the plates and bring them to the side table,"MOTION(Goal('to the dinner table')) - TAKING(Theme('the plates')) - BRINGING(Theme('them'), Goal('to the side table'))"
3562,turn off the white radio,"CHANGE_OPERATIONAL_STATE(Operational_state('off'), Device('the white radio'))"
3520,please inspect the kitchen,INSPECTING(Ground('the kitchen'))
3505,go to the kitchen and take the glass near the book on the table,MOTION(Goal('to the kitchen')) - TAKING(Theme('the glass near the book on the table'))
3516,please go to the kitchen and then in the bathroom,MOTION(Goal('to the kitchen')) - MOTION(Goal('in the bathroom'))
3540,robot move to your right and search for the pen please,MOTION(Direction('to your right')) - LOCATING(Sought_entity('for the pen'))
3538,robot move to your left and find a red book please,MOTION(Direction('to your left')) - LOCATING(Sought_entity('a red book'))
3495,could you please take it to the restroom,"BRINGING(Agent('you'), Theme('it'), Goal('to the restroom'))"
3524,please take the television to the bedroom on the left,"BRINGING(Theme('the television'), Goal('to the bedroom on the left'))"
3489,check whether the lights in the bathroom are switched off,"INSPECTING(Ground('the lights in the bathroom'), Desired_state('off'))"
3522,please move towards the tv and turn it off,"MOTION(Goal('towards the tv')) - CHANGE_OPERATIONAL_STATE(Device('it'), Operational_state('off'))"
3511,may you please take it to the restroom,"BRINGING(Agent('you'), Theme('it'), Goal('to the restroom'))"
3532,robot could you please move to the washing machine and turn it on,"MOTION(Theme('you'), Goal('to the washing machine')) - CHANGE_OPERATIONAL_STATE(Agent('you'), Device('it'), Operational_state('on'))"
3512,move to the living room by crossing the open door,"MOTION(Goal('to the living room'), Path('by crossing the open door'))"
3545,sorry may you find me the newspaper,"LOCATING(Perceiver('you'), Sought_entity('the newspaper'))"
3542,robot please go to the kitchen by crossing the bathroom door,"MOTION(Goal('to the kitchen'), Path('by crossing the bathroom door'))"
3537,robot move to your left and find a red book,MOTION(Direction('to your left')) - LOCATING(Sought_entity('a red book'))
3555,take the cover on the bed in the living room,"BRINGING(Theme('the cover on the bed'), Goal('in the living room'))"
3498,get me the wallet on the pillow,"BRINGING(Beneficiary('me'), Theme('the wallet on the pillow'))"
3499,go backward,MOTION(Direction('backward'))
3548,take the book on the table near the wine glass,"BRINGING(Theme('the book on the table'), Goal('near the wine glass'))"
3494,could you please move towards the washing machine and turn it on,"MOTION(Theme('you'), Goal('towards the washing machine')) - CHANGE_OPERATIONAL_STATE(Agent('you'), Device('it'), Operational_state('on'))"
3535,robot inspect the closet that is in the bedroom,"INSPECTING(Ground('the closet')) - BEING_LOCATED(Theme('that'), Location('in the bedroom'))"
3500,go forward,MOTION(Direction('forward'))
3559,take them to the side table,"BRINGING(Theme('them'), Goal('to the side table'))"
3528,please turn on the tv that is on the table,"CHANGE_OPERATIONAL_STATE(Operational_state('on'), Device('the tv')) - BEING_LOCATED(Theme('that'), Location('on the table'))"
3561,turn left by almost 90 degrees,"CHANGE_DIRECTION(Direction('left'), Angle('by almost 90 degrees'))"
3527,please turn on the black radio on the table,"CHANGE_OPERATIONAL_STATE(Operational_state('on'), Device('the black radio on the table'))"
3518,please go to the kitchen through the door,"MOTION(Goal('to the kitchen'), Path('through the door'))"
3508,inspect the bathroom,INSPECTING(Ground('the bathroom'))
3546,take both books to the living room on the sofa,"BRINGING(Theme('both books'), Goal('to the living room on the sofa'))"
3525,please turn left,CHANGE_DIRECTION(Direction('left'))
3543,robot please turn on the black radio on the table,"CHANGE_OPERATIONAL_STATE(Operational_state('on'), Device('the black radio on the table'))"
3492,could you inspect the box behind the tv,"INSPECTING(Inspector('you'), Ground('the box behind the tv'))"
3513,please go back,MOTION(Direction('back'))
3564,turn right by 180 degrees,"CHANGE_DIRECTION(Direction('right'), Angle('by 180 degrees'))"
3565,veer to the left,CHANGE_DIRECTION(Direction('to the left'))
3547,take the book near the glass on the table,TAKING(Theme('the book near the glass on the table'))
3530,robot check whether the oven is hot,"INSPECTING(Ground('the oven'), Desired_state('is hot'))"
3488,check if the oven is hot,"INSPECTING(Ground('the oven'), Desired_state('is hot'))"
3553,take the box on the table on the couch,"BRINGING(Theme('the box on the table'), Goal('on the couch'))"
3550,take the bottles and bring them to the side table,"TAKING(Theme('the bottles')) - BRINGING(Theme('them'), Goal('to the side table'))"
3529,please turn right by 60 degrees quickly,"CHANGE_DIRECTION(Direction('right'), Angle('by 60 degrees'), Speed('quickly'))"
3514,please go next to the radio and switch it on,"MOTION(Goal('next to the radio')) - CHANGE_OPERATIONAL_STATE(Device('it'), Operational_state('on'))"
3549,take the books to the living room on the sofa,"BRINGING(Theme('the books'), Goal('to the living room on the sofa'))"
3539,robot move to your right and find the box,MOTION(Direction('to your right')) - LOCATING(Sought_entity('the box'))
3531,robot could you inspect the item and bring it in the kitchen,"INSPECTING(Inspector('you'), Ground('the item')) - BRINGING(Agent('you'), Theme('it'), Goal('in the kitchen'))"
3526,please turn left and go forward,CHANGE_DIRECTION(Direction('left')) - MOTION(Direction('forward'))
3497,find the tv remote controller on the couch,"LOCATING(Sought_entity('the tv remote controller'), Ground('on the couch'))"
3490,control the pocket please,INSPECTING(Ground('the pocket'))
3533,robot go near the tv and switch it off please,"MOTION(Goal('near the tv')) - CHANGE_OPERATIONAL_STATE(Device('it'), Operational_state('off'))"
3552,take the box from the table to the kitchen please,"BRINGING(Theme('the box'), Source('from the table'), Goal('to the kitchen'))"
3544,robot take the box on the floor and inspect it,TAKING(Theme('the box on the floor')) - INSPECTING(Ground('it'))
3509,may you inspect the box behind the tv,"INSPECTING(Inspector('you'), Ground('the box behind the tv'))"
3523,please robot take the box on the table on the couch,"BRINGING(Theme('the box on the table'), Goal('on the couch'))"
3486,check if the lights are off,"INSPECTING(Ground('the lights'), Desired_state('are off'))"
3560,turn left,CHANGE_DIRECTION(Direction('left'))
3487,check if the lights are turned on please,"INSPECTING(Ground('the lights'), Desired_state('on'))"
3556,take the laptop and the book on the table on the couch,"BRINGING(Theme('the laptop and the book on the table'), Goal('on the couch'))"
3504,go to the kitchen and take the glass near the book on the red table,"MOTION(Goal('to the kitchen')) - BRINGING(Theme('the glass'), Goal('near the book on the red table'))"
3536,robot may you inspect the item and bring it in the kitchen,"INSPECTING(Inspector('you'), Ground('the item')) - BRINGING(Agent('you'), Theme('it'), Goal('in the kitchen'))"
3501,go near the tv and switch it off please,"MOTION(Goal('near the tv')) - CHANGE_OPERATIONAL_STATE(Device('it'), Operational_state('off'))"
3484,bring the laptop on the table near the tv,"BRINGING(Theme('the laptop on the table'), Goal('near the tv'))"
3541,robot please check whether the tv is on the table,"INSPECTING(Ground('the tv')) - BEING_LOCATED(Theme('the tv'), Location('on the table'))"
3517,please go to the kitchen by crossing the bathroom door,"MOTION(Goal('to the kitchen'), Path('by crossing the bathroom door'))"
3491,could you go to the kitchen and take the plate please,"MOTION(Theme('you'), Goal('to the kitchen')) - TAKING(Agent('you'), Theme('the plate'))"
3483,bring the book on the table in the kitchen,"BRINGING(Theme('the book'), Goal('on the table in the kitchen'))"
3507,go to the kitchen and then in the bathroom,"MOTION(Goal('to the kitchen'), Goal('in the bathroom'))"
3563,turn right,CHANGE_DIRECTION(Direction('right'))
3521,please inspect the wallet,INSPECTING(Ground('the wallet'))
3502,go to the bathroom through the main door,"MOTION(Goal('to the bathroom'), Path('through the main door'))"
3506,go to the kitchen and take the plate please,MOTION(Goal('to the kitchen')) - TAKING(Theme('the plate'))
3558,take the phone near the tv on the table,TAKING(Theme('the phone near the tv on the table'))
3496,could you please turn right,"CHANGE_DIRECTION(Theme('you'), Direction('right'))"
