id,prompt
2085,"Robot please take Linda to the dining table"
2086,"Look for the food in the corridor"
2087,"Greet William at the couch and ask him to leave"
2088,"Face Alex at the bed and take him to his cab"
2089,"Tell me how many bowl there are on the dining table"
2090,"Could you please go to the dining table, meet Robin, and follow her"
2091,"Please meet Michael at the bookcase, follow him, and navigate to the kitchen"
2092,"Robot please accompany Alex to the exit, you will find her at the desk"
2093,"Go to the couch, meet Charlie, and follow him"
2094,"Take the spoon to the bookcase"
2095,"Please get the cloth from the counter and place it on the sink"
2096,"Could you meet Robert at the exit and follow him to the kitchen"
2097,"Could you navigate to the bookcase, meet Mary, and follow her"
2098,"Meet Robin at the bookcase, follow her, and guide her back"
2099,"Answer a question to the person waving in the bedroom"
2100,"Tell me which are the three biggest objects on the end table"
2101,"Meet William at the end table, follow him, and guide him back"
2102,"Tell me the pose of the person in the dining room"
2103,"Find the fruits in the living room"
2104,"Bring me the fruits"
2105,"Tell me what's the lightest fruits on the storage table"
2106,"Bring me the smallest containers from the dining table"
2107,"Could you meet Patricia at the bookcase, follow her, and navigate to the living room"
2108,"Go to the entrance, meet Robert, and follow him"
2109,"Please follow Jennifer from the bookcase to the kitchen"
2110,"Please bring the spoon to the counter"
2111,"Could you give me the object under the apple from the storage table"
2112,"Take the potato chips from the end table and put it on the sink"
2113,"Could you find the bowl in the corridor"
2114,"Please follow Jennifer"
2115,"Go to the dishwasher, meet John, and escort him"
2116,"Meet Skyler at the entrance, follow her, and go to the living room"
2117,"Meet Mary at the couch, follow her, and guide her back"
2118,"Face Patricia at the bookcase and introduce it to Francis at the sink"
2119,"Please follow Linda from the desk to the bedroom"
2120,"Follow Skyler"
2121,"Please meet Mary at the couch, follow her, and accompany her back"
2122,"Follow Alex"
2123,"Give me the object at the left of the cup from the storage table"
2124,"Please tell me how many people in the kitchen are lying down"
2125,"Could you please Tell me what's the thinnest object on the desk"
2126,"Accompany Alex from the bed to the sink"
2127,"Meet William at the dining table, follow him, and take him back"
2128,"Lead Elizabeth to the bed, you can find her at the desk"
2129,"Grasp the apple and put it on the sink"
2130,"Contact Skyler at the couch and lead him to his cab"
2131,"Take the paprika from the living room to the storage table"
2132,"Could you say something about yourself to the person pointing to the right in the bedroom"
2133,"Could you give me the largest object from the side table"
2134,"Could you meet Robin at the bookcase and take her to the sink"
2135,"Escort Skyler to the dining table, you can find him at the desk"
2136,"Robot please look for the tray in the living room"
2137,"Get the cloth from the bookcase and bring it to me"
2138,"Get the tray and put it on the cupboard"
2139,"Go to the exit, meet Charlie, and lead her to the dining table"
2140,"Please face Elizabeth at the end table and introduce it to Linda at the bed"
2141,"Go to the exit, meet Skyler, and follow her"
2142,"Tell me the name of the person in the dining room"
2143,"Follow Elizabeth from the end table to the living room"
2144,"Please face Skyler at the entrance and ask him to leave"
2145,"Find the cloth in the dining room"
2146,"Tell me how many people in the kitchen are boys"
2147,"Give me the object above the paprika from the counter"
2148,"Please meet Alex at the bookcase and follow him to the dining room"
2149,"Go to the dining room, locate a person pointing to the right, and answer a question"
2150,"Could you please take the sausages to the bookcase"
2151,"Please face Skyler at the desk and introduce it to Patricia at the dining table"
2152,"Robot please meet Elizabeth at the couch and escort her to the bed"
2153,"Please follow Robin from the desk to the dining room"
2154,"Grasp the tray and place it on the desk"
2155,"Could you bring me the bowl"
2156,"Could you please meet Robin at the exit, follow her, and navigate to the kitchen"
2157,"Robot please meet Robin at the couch and escort him to the bookcase"
2158,"Could you meet Francis at the dishwasher, follow her, and go to the corridor"
2159,"Tell me the gender of the person in the corridor"
2160,"Contact Robert at the main door and introduce him to everyone in the living room."
2161,"Follow Jennifer from the bed to the bedroom"
2162,"Please meet Alex at the bed and guide him to the entrance"
2163,"Go to the bookcase, meet Skyler, and follow her"
2164,"Robot please go to the bookcase, find the bowl, and deliver it to Patricia at the sink"
2165,"Could you please find the fruits in the corridor"
2166,"Follow Robin from the exit to the dining room"
2167,"Greet Mary at the dining table and introduce it to Robin at the entrance"
2168,"Go to the end table, meet Linda, and lead her to the sink"
2169,"Meet Robin at the couch, follow her, and escort her back"
2170,"Tell me what's the biggest tableware on the side table"
2171,"Could you locate the cloth in the corridor"
2172,"Could you please the dining room"
2173,"Greet Robert at the end table and ask him to leave"
2174,"Contact Charlie at the bed and escort him to his taxi"
2175,"Could you please meet Robin at the sink and follow him"
2176,"Robot please get the tray from the cupboard and place it on the dining table"
2177,"Meet Patricia at the desk, follow her, and lead her back"
2178,"Go to the desk, locate the tray, and deliver it to me"
2179,"Take Elizabeth to the end table"
2180,"Go to the bookcase, meet John, and follow him"
2181,"Meet Robert and accompany him"
2182,"Bring the knife to the storage table"
2183,"Could you please Tell me how many cleaning stuff there are on the bookcase"
2184,"Find Linda at the main door and introduce her to all the people in the bedroom."
2185,"Could you please tell a joke to the person raising their right arm in the living room"
2186,"Tell me the name of the person at the sink"
2187,"Meet William at the dining table, follow him, and lead him back"
2188,"Meet Charlie at the sink, follow him, and navigate to the corridor"
2189,"Give me the right most object from the dining table"
2190,"Deliver snacks to all the men in the dining room."
2191,"Could you please bring me the cleaning stuff"
2192,"Follow James from the dishwasher to the kitchen"
2193,"Could you take Patricia to the dishwasher, you may find her at the desk"
2194,"Could you please Tell me what's the thinnest fruits on the end table"
2195,"Give me the largest object from the bookcase"
2196,"Tell me how many containers there are on the sink"
2197,"Give me the fruits"
2198,"Guide Linda to the end table"
2199,"Find a person lying down in the dining room and answer a question"
2200,"Find three tableware in the living room"
2201,"Take out the debris"
2202,"Tell me how many people in the corridor are standing"
2203,"Face Patricia at the entrance and ask her to leave"
2204,"Find a person raising their left arm in the dining room and answer a question"
2205,"Please give me the fruits"
2206,"Please escort Michael from the exit to the desk"
2207,"Deliver the cloth to me"
2208,"Give me the right most object from the desk"
2209,"Follow Skyler"
2210,"Place the bowl on the end table"
2211,"Please accompany Charlie from the dining table to the end table"
2212,"Robot please meet Robin at the bed, follow her, and accompany her back"
2213,"Tell me which are the three largest objects on the side table"
2214,"Robot please greet William at the bed and ask him to leave"
2215,"Could you please get the tray from the cupboard and put it on the end table"
2216,"Robot please go to the bookcase, meet Patricia, and take her to the end table"
2217,"Meet Charlie at the dining table and follow him"
2218,"Could you please dump the trash"
2219,"Could you please meet James at the dining table and follow him to the corridor"
2220,"Could you please go to the desk, meet Robin, and escort him"
2221,"Could you please meet James at the end table, follow him, and lead him back"
2222,"Could you find three containers in the bedroom"
2223,"Please face Jennifer at the desk and ask her to leave"
2224,"Follow Francis"
2225,"Meet Robert at the dishwasher, follow him, and escort him back"
2226,"Could you take the cloth to the cupboard"
2227,"Robot please greet Robin at the desk and introduce it to Charlie at the couch"
2228,"Could you please follow James from the desk to the dining room"
2229,"Meet Linda at the dishwasher, follow her, and go to the living room"
2230,"Could you tell me which are the three thinnest containers on the counter"
2231,"Find the drinks in the bedroom"
2232,"Go to the dining table, look for the cloth, and bring it to Linda at the couch"
2233,"Give me the left most object from the counter"
2234,"Robot please go to the end table, meet Jennifer, and follow her"
2235,"Meet Robert and escort him"
2236,"Please meet Elizabeth at the sink and follow her"
2237,"Meet Francis at the entrance, follow him, and navigate to the kitchen"
2238,"Could you meet Linda and lead her"
2239,"Tell me the name of the person at the exit"
2240,"Navigate to the dining table, meet Alex, and escort her"
2241,"Could you please take out the garbage"
2242,"Could you please navigate to the bed, meet Robin, and lead her to the dishwasher"
2243,"Bring me the fruits"
2244,"Could you face Robin at the entrance and ask her to leave"
2245,"Could you take the paprika from the dining room to the end table"
2246,"Go to the sink, meet Alex, and guide him to the bookcase"
2247,"Go to the sink, meet Jennifer, and lead her to the couch"
2248,"Could you please go to the bed, meet John, and follow him"
2249,"Go to the end table, meet Charlie, and follow him"
2250,"Please meet Skyler at the entrance, follow him, and navigate to the corridor"
2251,"Go to the bed, meet Robert, and guide him to the bed"
2252,"Robot please find Francis at the dining table and escort her to her uber"
2253,"Robot please Tell me what's the largest object on the counter"
2254,"Please go to the bed, meet Francis, and accompany him"
2255,"Follow Mary from the desk to the kitchen"
2256,"Tell me the name of the person in the dining room"
2257,"Meet John at the dishwasher and follow him"
2258,"Find the cloth in the living room"
2259,"Go to the cupboard, look for the bowl, and deliver it to me"
2260,"Robot please give me the bowl"
2261,"Could you please greet Skyler at the exit and ask him to leave"
2262,"Could you please escort Charlie from the couch to the sink"
2263,"Find Alex at the desk and introduce it to Skyler at the dishwasher"
2264,"Could you bring me the right most object from the bookcase"
2265,"Robot please give me the biggest containers from the bookcase"
2266,"Navigate to the cupboard, locate the tray, and deliver it to Charlie at the exit"
2267,"The dining room"
2268,"Navigate to the dining room, look for a woman, and answer a question"
2269,"Follow Francis"
2270,"Tell me what's the thinnest tableware on the counter"
2271,"Could you meet Skyler at the couch and follow him"
2272,"Could you take the potato chips to the side table"
2273,"Meet Michael at the desk, follow him, and accompany him back"
2274,"Tell me what's the heaviest snacks on the storage table"
2275,"Get the cloth from the end table and put it on the desk"
2276,"Answer a question to the person waving in the kitchen"
2277,"Robot please give me the left most object from the dining table"
2278,"Tell me how many cutlery there are on the side table"
2279,"Could you please bring me the fruits"
2280,"Follow Elizabeth from the bed to the kitchen"
2281,"Locate a girl in the bedroom and answer a question"
2282,"Please Tell me what's the largest object on the storage table"
2283,"Could you dump the debris"
2284,"Tell me the name of the person at the entrance"
2285,"Robot please meet Robin at the dining table, follow him, and escort him back"
2286,"Could you please greet Patricia at the end table and guide her to her cab"
2287,"Find a person lying down in the living room and say what day is today"
2288,"Follow Robin"
2289,"Robot please greet Robert at the couch and introduce it to Skyler at the end table"
2290,"Bring me the lightest object from the sink"
2291,"Could you tell me how many people in the bedroom are female"
2292,"Robot please meet Alex at the dishwasher, follow him, and take him back"
2293,"Greet Skyler at the couch and ask him to leave"
2294,"Find John at the sink and take him to his uber"
2295,"Escort Patricia to the dishwasher, you will find her at the dining table"
2296,"Face Elizabeth at the front entrance and introduce her to all the women in the dining room."
2297,"Tell me how many tray there are on the side table"
2298,"Could you please navigate to the bookcase, meet Robert, and follow him"
2299,"Could you please accompany Linda to the dining table, you will find her at the bed"
2300,"Go to the end table, meet Charlie, and follow her"
2301,"Find Charlie at the exit and introduce it to Francis at the desk"
2302,"Follow Skyler from the entrance to the living room"
2303,"Please tell something about yourself to the person raising their right arm in the kitchen"
2304,"Get the bowl from the sink and put it on the desk"
2305,"Arrange snacks to all the people in the bedroom."
2306,"Could you please meet Francis at the bookcase, follow her, and accompany her back"
2307,"Please the bedroom"
2308,"Robot please meet Skyler at the dining table and guide her to the dining table"
2309,"Please look for the food in the dining room"
2310,"Could you please navigate to the exit, meet James, and accompany him"
2311,"Bring fruits to me"
2312,"Robot please follow Jennifer"
2313,"Meet Mary at the desk, follow her, and go to the dining room"
2314,"Accompany Patricia from the couch to the desk"
2315,"Accompany Linda from the desk to the entrance"
2316,"Could you locate the tray in the corridor"
2317,"Meet Charlie at the desk, follow him, and go to the kitchen"
2318,"Could you please give fruits to me"
2319,"Meet James at the dishwasher, follow him, and lead him back"
2320,"Could you face Francis at the main door and introduce her to everyone in the bedroom."
2321,"Put the cloth on the end table"
2322,"Could you meet Mary at the dishwasher and follow her"
2323,"Tell me how many bowl there are on the desk"
2324,"Please guide Michael to the desk, you may find him at the couch"
2325,"Follow Francis from the sink to the living room"
2326,"Could you please give me the right most object from the counter"
2327,"Could you answer a question to the person pointing to the left in the corridor"
2328,"Robot please tell me how many people in the living room are standing"
2329,"Locate a person raising their right arm in the living room and say your team's country"
2330,"Get the cloth from the sink and place it on the storage table"
2331,"Robot please meet Jennifer at the exit, follow her, and escort her back"
2332,"Could you contact Skyler at the bed and introduce it to Francis at the exit"
2333,"Please find Mary at the couch and ask her to leave"
2334,"Please the kitchen"
2335,"Robot please meet Robin at the sink, follow him, and navigate to the corridor"
2336,"Go to the couch, meet Patricia, and guide her"
2337,"Follow Charlie from the sink to the living room"
2338,"Bring me the right most object from the dining table"
2339,"Robot please navigate to the sink, meet William, and follow him"
2340,"Tell me how many people in the living room are sitting"
2341,"Tell me what's the lightest object on the desk"
2342,"Give me the biggest object from the end table"
2343,"Robot please Tell me what's the thinnest food on the bookcase"
2344,"Meet Mary at the bed, follow her, and escort her back"
2345,"Please follow Alex from the sink to the bedroom"
2346,"Please go to the dining room, find a male person, and say something about yourself"
2347,"Bring me the heaviest containers from the desk"
2348,"Escort Alex to the bookcase, you will find her at the bed"
2349,"Please tell me how many people in the bedroom are sitting"
2350,"Could you please go to the living room, locate a female person, and answer a question"
2351,"Robot please Tell me the name of the person in the kitchen"
2352,"Robot please go to the couch, meet Charlie, and lead her"
2353,"Could you navigate to the corridor, locate a woman, and answer a question"
2354,"Follow Elizabeth from the bookcase to the kitchen"
2355,"Bring me the drinks"
2356,"Look for the tableware in the living room"
2357,"Deliver drinks to all the children in the kitchen."
2358,"Navigate to the bookcase, meet Francis, and guide her to the couch"
2359,"Could you please look for a person pointing to the right in the bedroom and tell your team's affiliation"
2360,"Take the bowl and place it on the bookcase"
2361,"Meet John at the dishwasher, follow him, and guide him back"
2362,"Please go to the bed, meet Elizabeth, and guide her"
2363,"Take Robin to the dishwasher, you may find him at the end table"
2364,"Navigate to the corridor, look for a person raising their right arm, and say what day is tomorrow"
2365,"Escort Robert to the dishwasher, you will find him at the dishwasher"
2366,"Robot please meet James at the dining table, follow him, and go to the bedroom"
2367,"Tell me the name of the person in the dining room"
2368,"Robot please bring me the largest object from the end table"
2369,"Please tell your team's name to the person pointing to the right in the kitchen"
2370,"Follow Skyler from the desk to the kitchen"
2371,"Please go to the entrance, meet Linda, and guide her to the dishwasher"
2372,"Robot please face Michael at the sink and accompany him to his taxi"
2373,"Robot please give me the lightest object from the counter"
2374,"Could you meet Skyler at the bed and guide her to the entrance"
2375,"Face William at the dining table and ask him to leave"
2376,"Could you meet Robin at the entrance, follow her, and navigate to the kitchen"
2377,"Meet William at the bookcase and follow him"
2378,"Follow Mary"
2379,"Robot please give me the right most object from the dining table"
2380,"Could you tell me how many people in the corridor are girls"
2381,"Could you bring me the biggest drinks from the end table"
2382,"Navigate to the cupboard, locate the tray, and give it to John at the dishwasher"
2383,"Meet Mary at the desk, follow her, and go to the living room"
2384,"Could you please lead John from the dining table to the bed"
2385,"Accompany Robert from the couch to the bookcase"
2386,"Please Tell me the gender of the person in the corridor"
2387,"Meet Francis at the exit, follow her, and navigate to the bedroom"
2388,"Contact Robert at the sink and ask him to leave"
2389,"Robot please navigate to the couch, meet Elizabeth, and follow her"
2390,"Could you please guide James to the end table"
2391,"Answer a question to the person waving in the living room"
2392,"Could you please follow Mary from the dining table to the kitchen"
2393,"Follow Charlie from the exit to the kitchen"
2394,"Could you please the corridor"
2395,"Guide Michael to the dining table"
2396,"Could you follow Charlie"
2397,"Take my valise to the uber"
2398,"Tell your team's affiliation to the person pointing to the right in the living room"
2399,"Meet Alex at the dining table and guide him to the desk"
2400,"Bring the grape juice to the cupboard"
2401,"Bring me the largest cleaning stuff from the counter"
2402,"Meet Michael at the exit, follow him, and go to the corridor"
2403,"Find a person pointing to the right in the living room and answer a question"
2404,"Tell me what's the biggest tableware on the sink"
2405,"Follow Alex from the end table to the kitchen"
2406,"Tell me how many people in the corridor are male"
2407,"Robot please give me the drinks"
2408,"Dump the junk"
2409,"Bring me the left most object from the side table"
2410,"Robot please greet Alex at the entrance and introduce it to John at the end table"
2411,"Go to the dining room, locate a female person, and say a joke"
2412,"Find three drinks in the bedroom"
2413,"Meet William at the dining table, follow him, and guide him back"
2414,"Follow Mary"
2415,"Find Francis at the bed and introduce it to Robin at the bookcase"
2416,"Navigate to the dishwasher, meet Charlie, and follow him"
2417,"Could you tell me how many people in the living room are male"
2418,"Take the paprika from the dining room to the dining table"
2419,"Find three cutlery in the kitchen"
2420,"Look for the containers in the dining room"
2421,"Find Skyler at the exit and lead her to her cab"
2422,"Could you please locate the apple in the living room"
2423,"Deliver the coke to the person raising their right arm in the corridor"
2424,"Tell me how many people in the bedroom are lying down"
2425,"Take out the waste"
2426,"Tell me what's the biggest object on the dining table"
2427,"Could you look for the tableware in the kitchen"
2428,"Could you Tell me the gender of the person in the bedroom"
2429,"Locate the tableware in the dining room"
2430,"Please Tell me how many orange there are on the dining table"
2431,"Please navigate to the dishwasher, meet Skyler, and guide him to the dining table"
2432,"Meet Alex at the bed and follow him to the kitchen"
2433,"Robot please take the cereal to the cupboard"
2434,"Please answer a question to the person pointing to the left in the bedroom"
2435,"Take Charlie to the entrance"
2436,"The corridor"
2437,"Find Elizabeth at the bookcase and introduce it to Robert at the sink"
2438,"Locate a person pointing to the right in the kitchen and answer a question"
2439,"Could you go to the entrance, meet Jennifer, and lead her"
2440,"Navigate to the exit, meet Alex, and follow him"
2441,"Could you please meet Francis at the bed and follow him"
2442,"Meet John at the desk, follow him, and accompany him back"
2443,"Locate a person pointing to the left in the kitchen and say what day is today"
2444,"Robot please give me the fruits"
2445,"Greet Alex at the front door and introduce her to all the people in the kitchen."
2446,"Could you please meet Skyler at the exit and escort her to the bookcase"
2447,"Meet Patricia and lead her"
2448,"Could you deliver the tray to me"
2449,"Robot please grasp the cloth from the storage table and put it on the desk"
2450,"Bring me the paprika from the side table"
2451,"Tell me how many people in the corridor are male"
2452,"Bring the coke to the end table"
2453,"Tell me what's the largest object on the cupboard"
2454,"Look for three drinks in the bedroom"
2455,"Escort Charlie to the dining table, you will find him at the bed"
2456,"Meet Jennifer and accompany her"
2457,"Go to the dishwasher, meet Michael, and lead him to the dining table"
2458,"Meet Skyler at the desk, follow him, and navigate to the living room"
2459,"Please tell me how many people in the dining room are standing"
2460,"Go to the living room, find a person pointing to the right, and answer a question"
2461,"Please meet John at the bed, follow him, and navigate to the kitchen"
2462,"Please accompany William to the dishwasher"
2463,"Could you dump the junk"
2464,"Could you take out the waste"
2465,"Navigate to the bookcase, meet Charlie, and follow her"
2466,"Could you bring me the object on top of the sausages from the desk"
2467,"Go to the bed, meet John, and accompany him to the exit"
2468,"Please bring the paprika from the dining room to the desk"
2469,"Face Michael at the couch and ask him to leave"
2470,"Follow William from the dining table to the bedroom"
2471,"Face Robin at the exit and take him to his taxi"
2472,"Could you please take out the waste"
2473,"Give me the left most object from the bookcase"
2474,"Robot please find Robin at the main entrance and introduce him to all the elders in the corridor."
2475,"Could you face Francis at the bed and introduce it to Patricia at the dining table"
2476,"Could you lead Skyler to the dining table"
2477,"Locate the cloth in the dining room"
2478,"Robot please go to the dishwasher, meet Mary, and lead her to the bed"
2479,"Could you please accompany Linda to the dining table"
2480,"Follow Mary from the bookcase to the dining room"
2481,"Could you contact Linda at the bed and guide her to her taxi"
2482,"Robot please lead Mary to the end table"
2483,"Could you meet Francis at the couch and accompany him to the bookcase"
2484,"Meet Patricia at the end table, follow her, and accompany her back"
2485,"Tell me which are the three largest containers on the bookcase"
2486,"Bring me the thinnest tableware from the cupboard"
2487,"Could you take out the litter"
2488,"Navigate to the couch, meet Charlie, and accompany him to the entrance"
2489,"Go to the entrance, meet Charlie, and lead him to the sink"
2490,"Could you please put the tray on the cupboard"
2491,"Tell me how many scrubby there are on the side table"
2492,"Find John at the couch and ask him to leave"
2493,"Answer a question to the person waving in the bedroom"
2494,"Navigate to the end table, meet Patricia, and accompany her to the desk"
2495,"Meet Alex at the exit and follow him"
2496,"Give tableware to the person raising their right arm in the kitchen"
2497,"Tell me the gender of the person at the end table"
2498,"Could you go to the dining table, meet Francis, and follow him"
2499,"Robot please meet Skyler at the entrance, follow her, and take her back"
2500,"Find James at the couch and introduce it to Skyler at the sink"
2501,"Could you please meet Jennifer at the bookcase and follow her to the corridor"
2502,"Meet Patricia and lead her"
2503,"Please follow Robin from the couch to the corridor"
2504,"Could you find Skyler at the end table and introduce it to Elizabeth at the exit"
2505,"Tell me how many cutlery there are on the end table"
2506,"Go to the entrance, meet Francis, and follow her"
2507,"Could you please Tell me the gender of the person in the kitchen"
2508,"Give the cereal to me"
2509,"Could you bring me the snacks"
2510,"Could you please follow Alex from the desk to the kitchen"
2511,"Robot please greet Alex at the bed and ask her to leave"
2512,"Give me the orange from the bookcase"
2513,"Could you please bring fruits to the person pointing to the right in the dining room"
2514,"Could you meet Robin at the exit, follow her, and go to the corridor"
2515,"Give me the cloth"
2516,"Tell me the gender of the person in the corridor"
2517,"Find the tray in the dining room"
2518,"Robot please accompany James to the entrance, you may find him at the sink"
2519,"Meet Charlie at the dishwasher and accompany her to the end table"
2520,"Could you please meet Patricia at the desk, follow her, and go to the corridor"
2521,"Robot please meet Jennifer at the bed, follow her, and escort her back"
2522,"Could you please Tell me what's the largest fruits on the sink"
2523,"Greet Charlie at the desk and ask him to leave"
2524,"Meet Michael at the bed and follow him to the living room"
2525,"Bring the chocolate drink to the counter"
2526,"Meet Charlie and accompany her"
2527,"Lead Charlie from the bed to the dining table"
2528,"Navigate to the bed, meet Robin, and take her"
2529,"Give fruits to me"
2530,"Bring me the fruits"
2531,"Contact Linda at the sink and take her to her taxi"
2532,"Tell me the pose of the person at the bed"
2533,"Robot please look for a woman in the dining room and say the day of the week"
2534,"Take out the debris"
2535,"Could you contact Charlie at the dishwasher and accompany her to her cab"
2536,"Bring me the cutlery"
2537,"Meet Skyler at the exit and accompany him to the bookcase"
2538,"Face Robert at the couch and escort him to his uber"
2539,"Go to the corridor, look for a person raising their left arm, and answer a question"
2540,"Meet Robin at the sink, follow him, and navigate to the dining room"
2541,"Deliver cutlery to me"
2542,"The corridor"
2543,"Meet Charlie and accompany her"
2544,"Dump the litter"
2545,"Follow Michael from the dining table to the living room"
2546,"Robot please give me the object above the orange from the side table"
2547,"Grasp the tray from the counter and place it on the counter"
2548,"Meet Charlie at the exit and follow her"
2549,"Could you please lead Francis to the dining table, you will find him at the bookcase"
2550,"Meet Mary at the bookcase, follow her, and navigate to the bedroom"
2551,"Meet Mary at the entrance and follow her"
2552,"Tell me how many tray there are on the cupboard"
2553,"Tell me how many people in the dining room are boys"
2554,"Robot please Tell me the pose of the person in the bedroom"
2555,"Answer a question to the person waving in the dining room"
2556,"Meet Robin at the dishwasher, follow her, and navigate to the bedroom"
2557,"Give me the biggest food from the sink"
2558,"Tell me what's the biggest snacks on the end table"
2559,"Could you please meet Jennifer at the dining table and take her to the dishwasher"
2560,"Get the cup and put it on the end table"
2561,"Follow Linda from the dishwasher to the living room"
2562,"Guide Skyler to the exit"
2563,"Meet Elizabeth at the dining table, follow her, and go to the dining room"
2564,"Could you please contact Jennifer at the main entrance and introduce her to everyone in the bedroom."
2565,"Could you please lead John to the dishwasher"
2566,"Could you please meet Robin at the couch and follow him to the kitchen"
2567,"Could you meet William at the bookcase and follow him to the bedroom"
2568,"Follow Robin"
2569,"Bring me the drinks"
2570,"Could you please face Robert at the couch and escort him to his taxi"
2571,"Bring the cascade pod to the end table"
2572,"Could you meet James at the dining table, follow him, and navigate to the kitchen"
2573,"Accompany James from the dining table to the dishwasher"
2574,"Tell me which are the three lightest containers on the dining table"
2575,"Meet Robin at the entrance, follow him, and guide him back"
2576,"Tell me the gender of the person at the bed"
2577,"Robot please get the tray from the side table and put it on the storage table"
2578,"Robot please bring the tray to me"
2579,"Take Francis to the end table"
2580,"Locate the cloth in the living room"
2581,"Tell me how many people in the kitchen are female"
2582,"Meet Charlie at the entrance, follow him, and accompany him back"
2583,"Follow Skyler from the dining table to the living room"
2584,"Meet James and accompany him"
2585,"Please navigate to the end table, meet Alex, and follow her"
2586,"Face Robin at the rear entrance and introduce her to everyone in the living room."
2587,"Escort Francis from the entrance to the exit"
2588,"Take the scrubby to the sink"
2589,"Navigate to the side table, find the bowl, and deliver it to Alex at the exit"
2590,"Deliver fruits to me"
2591,"Go to the sink, meet Robin, and lead him to the dining table"
2592,"Could you please place the paprika on the storage table"
2593,"Please put the tray on the bookcase"
2594,"Please find Charlie at the end table and introduce it to Skyler at the bookcase"
2595,"Navigate to the desk, meet Skyler, and escort him to the dishwasher"
2596,"Could you Tell me the pose of the person in the living room"
2597,"Accompany Elizabeth from the dishwasher to the desk"
2598,"Say the time to the person waving in the living room"
2599,"Please meet Francis at the bed, follow him, and navigate to the living room"
2600,"Grasp the tray from the desk and give it to James at the couch"
2601,"Go to the entrance, meet John, and guide him"
2602,"Meet Mary at the couch and follow her"
2603,"Tell me how many people in the bedroom are standing"
2604,"Robot please lead Robert from the end table to the bookcase"
2605,"Look for the fruits in the bedroom"
2606,"Could you meet John at the entrance, follow him, and lead him back"
2607,"Could you please the dining room"
2608,"Could you tell me how many people in the kitchen are women"
2609,"Please look for a female person in the dining room and answer a question"
2610,"Give drinks to all the guests in the corridor."
2611,"Please go to the end table, look for the cloth, and place it on the sink"
2612,"Meet Elizabeth at the dining table and follow her"
2613,"Could you please take out the garbage"
2614,"Get the tray from the desk and put it on the end table"
2615,"Robot please Tell me what's the thinnest object on the side table"
2616,"Please face Jennifer at the end table and ask her to leave"
2617,"Go to the bookcase, meet Jennifer, and follow her"
2618,"Tell me how many bowl there are on the cupboard"
2619,"Meet Mary and guide her"
2620,"Follow Robin from the exit to the living room"
2621,"Locate a person pointing to the right in the dining room and answer a question"
2622,"Robot please look for the fruits in the bedroom"
2623,"Take the dish from the side table and give it to me"
2624,"Could you please tell me which are the three largest objects on the storage table"
2625,"Navigate to the end table, meet Robin, and take him to the couch"
2626,"Meet Charlie at the dishwasher, follow him, and navigate to the corridor"
2627,"Meet Skyler at the sink and guide him to the dining table"
2628,"Tell me the pose of the person at the bed"
2629,"Could you please take the knife to the bookcase"
2630,"Navigate to the desk, look for the tray, and give it to Alex at the bookcase"
2631,"Meet Mary at the sink and follow her to the living room"
2632,"Could you please give drinks to everyone in the bedroom."
2633,"Please find three food in the living room"
2634,"Could you please meet Linda and lead her"
2635,"Follow Francis"
2636,"Robot please bring the potato chips to the end table"
2637,"Escort Skyler to the couch"
2638,"Robot please pick up the tray and put it on the desk"
2639,"Find the fruits in the dining room"
2640,"Could you please meet William at the bed, follow him, and navigate to the dining room"
2641,"Robot please go to the dining table, locate the tray, and place it on the counter"
2642,"Find Skyler at the bookcase and ask him to leave"
2643,"Tell me how many people in the corridor are lying down"
2644,"Could you please locate a girl in the living room and tell a joke"
2645,"Give me the left most object from the counter"
2646,"Could you go to the dining table, meet Francis, and follow her"
2647,"Grasp the bowl and place it on the bookcase"
2648,"Bring me the left most object from the end table"
2649,"Dump the garbage"
2650,"Could you Tell me the name of the person in the living room"
2651,"Could you please meet William at the entrance, follow him, and lead him back"
2652,"Robot please meet Skyler at the end table and follow her to the kitchen"
2653,"Find the fruits in the living room"
2654,"Please go to the living room, look for a person sitting, and answer a question"
2655,"Tell me what's the heaviest drinks on the dining table"
2656,"Could you please go to the storage table, look for the paprika, and place it on the counter"
2657,"Please follow Charlie from the sink to the bedroom"
2658,"Meet Patricia at the dishwasher and follow her"
2659,"Please meet John at the end table, follow him, and navigate to the corridor"
2660,"Bring me the fruits"
2661,"Find the containers in the kitchen"
2662,"Navigate to the storage table, find the sausages, and place it on the counter"
2663,"Please follow Mary from the bed to the kitchen"
2664,"Bring me the object at the left of the apple from the side table"
2665,"Meet Skyler at the exit, follow him, and go to the corridor"
2666,"Navigate to the entrance, meet Patricia, and lead her"
2667,"Go to the sink, look for the cloth, and put it on the counter"
2668,"Could you please meet Patricia at the end table, follow her, and go to the living room"
2669,"Could you Tell me how many fruits there are on the sink"
2670,"Please take the tray and place it on the dining table"
2671,"Go to the entrance, meet John, and escort him to the bookcase"
2672,"Go to the storage table, locate the bowl, and place it on the sink"
2673,"Deliver fruits to the person raising their left arm in the corridor"
2674,"Meet Skyler at the couch, follow her, and navigate to the kitchen"
2675,"Bring me the thinnest object from the storage table"
2676,"Tell me what's the lightest food on the dining table"
2677,"Could you give me the cloth"
2678,"Find three containers in the corridor"
2679,"Robot please give me the left most object from the storage table"
2680,"Put the orange on the bookcase"
